,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,tipo_de_registro,indicador,tipo_atualizacao,cnpj,identificador_matriz_filial,razao_social,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nm_cidade_exterior,cod_pais,nm_pais,codigo_natureza_juridica,data_inicio_atividade,cnae_fiscal,descricao_tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,municipio,ddd_telefone_1,ddd_telefone_2,ddd_fax,correio_eletronico,qualificacao_responsavel,capital_social_empresa,porte_empresa,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_simples,opcao_pelo_mei,situacao_especial,data_situacao_especial,filler,"fim_registro
",latitude,longitude,endereco,mes_inicio_atividade,ano_inicio_atividade,mes_situacao_cadastral,ano_situacao_cadastral,data,mes_ano_abertura
561,561,561,87826,87826,1,F,,11211812000100,1,PEDRA ANGULAR ENGENHARIA LTDA,PEDRA ANGULAR ENGENHARIA,2,2009-10-08,0,,,,2062,2009-10-08,4120400,AVENIDA,CASTELO BRANCO,148,SALA: 208; EDIF: L CASTELO BRANCO;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32278909,,99  35248582,NILDACAU@TERRA.COM.BR,49,250000.0,1,5,2017-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 SALA: 208; EDIF: L CASTELO BRANCO; SAO FRANCISCO cep: 65076091 MA ,brasil",10,2009,10,2009,2009-10-01,2009-10-01
562,562,562,87938,87938,1,F,,11237787000126,1,G P COSTA SIMAO,MLC ASSESSORIA E CONSULTORIA EMPRESARIAL,4,2018-12-07,63,,,,2135,2009-10-19,6920601,AVENIDA,CASTELO BRANCO,605,SALA: 310; EDIF: C. SAO LUIS; : 2 PAV;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32351247,98  41411089,98  32351247,CONTATO@MLCCONTABILIDADE.COM.BR,50,35000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA: 310; EDIF: C. SAO LUIS; : 2 PAV; SAO FRANCISCO cep: 65076090 MA ,brasil",10,2009,12,2018,2018-12-01,2009-10-01
563,563,563,87949,87949,1,F,,11239016000178,1,P DA CONCEICAO ANDRADE,,2,2009-10-19,0,,,,2135,2009-10-19,5611201,AVENIDA,CASTELO BRANCO,451,QUADRA: 11;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32358321,,,,50,10000.0,1,5,2009-10-19,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 451 QUADRA: 11; SAO FRANCISCO cep: 65076091 MA ,brasil",10,2009,10,2009,2009-10-01,2009-10-01
564,564,564,88217,88217,1,F,,11279023000101,1,PASARGADA LIVRARIA LTDA,PASARGADA LIVRARIA,8,2008-12-31,71,,,,2062,1987-02-12,4761001,AVENIDA,CASTELO BRANCO,36,LOJA 03,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 36 LOJA 03 SAO FRANCISCO cep: 65076090 MA ,brasil",2,1987,12,2008,2008-12-01,1987-02-01
565,565,565,88312,88312,1,F,,11282993000158,1,OLIVEIRA & MOREIRA LTDA.,DROGA MINAS,2,2005-11-03,0,,,,2062,1986-12-05,4771701,AVENIDA,CASTELO BRANCO,790,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 790  SAO FRANCISCO cep: 65076090 MA ,brasil",12,1986,11,2005,2005-11-01,1986-12-01
566,566,566,88313,88313,1,F,,11282993000239,2,OLIVEIRA & MOREIRA LTDA.,DROGA MINAS,2,2005-11-03,0,,,,2062,1991-10-17,4771701,AVENIDA,CASTELO BRANCO,763,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 763  SAO FRANCISCO cep: 65076090 MA ,brasil",10,1991,11,2005,2005-11-01,1991-10-01
567,567,567,88317,88317,1,F,,11283066000152,1,MARANHAO EMPREENDIMENTOS TURISTICOS LTDA,,8,2008-12-31,71,,,,2062,1986-12-09,5611201,AVENIDA,CASTELO BRANCO,807,LOJA B,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 807 LOJA B SAO FRANCISCO cep: 65076090 MA ,brasil",12,1986,12,2008,2008-12-01,1986-12-01
568,568,568,88318,88318,1,F,,11283078000187,1,A. C. S. OLIVEIRA PAIVA,DONANA,8,2012-04-09,1,,,,2135,2009-11-04,4781400,AVENIDA,CASTELO BRANCO,707,QUADRA: 35; SALA: 204;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32352524,,,,50,5000.0,1,6,2009-11-04,2012-04-09,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 707 QUADRA: 35; SALA: 204; SAO FRANCISCO cep: 65076091 MA ,brasil",11,2009,4,2012,2012-04-01,2009-11-01
569,569,569,88421,88421,1,F,,11289840000132,1,B LINDOSO & CIA LTDA,,8,2008-12-31,71,,,,2062,1986-11-20,4771701,AVENIDA,CASTELO BRANCO,829,A,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 829 A SAO FRANCISCO cep: 65076090 MA ,brasil",11,1986,12,2008,2008-12-01,1986-11-01
570,570,570,88428,88428,1,F,,11289998000102,1,CAOCA ARQUITETURA E CONSTRUCAO LTDA,CAOCA,8,1996-11-05,9,,,,2062,1986-11-17,7111100,AVENIDA,CASTELO BRANCO,333,SALA 108,SAO FRANCISCO,65076901.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333 SALA 108 SAO FRANCISCO cep: 65076901 MA ,brasil",11,1986,11,1996,1996-11-01,1986-11-01
571,571,571,88598,88598,1,F,,11297710000141,1,TC BRANDAO LOPES,,8,1992-11-26,1,,,,2135,1986-11-10,8888888,AVENIDA,CASTELO BRANCO,698,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 698  SAO FRANCISCO cep: 65099110 MA ,brasil",11,1986,11,1992,1992-11-01,1986-11-01
572,572,572,89011,89011,1,F,,11324246000135,1,M R REIS - MOVEIS,SHOW DOS COLCHOES,8,2016-12-06,1,,,,2135,2009-11-18,4754701,AVENIDA,CASTELO BRANCO,357,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32278870,,,,50,30000.0,1,0,2009-11-18,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 357  SAO FRANCISCO cep: 65076090 MA ,brasil",11,2009,12,2016,2016-12-01,2009-11-01
573,573,573,89097,89097,1,F,,11338724000166,1,OTICA LUDMILA EIRELI,OTICA LUDMILA,2,2009-11-23,0,,,,2305,2009-11-23,4774100,AVENIDA,CASTELO BRANCO,697,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32340697,,,,65,120000.0,1,5,2019-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 697  SAO FRANCISCO cep: 65076090 MA ,brasil",11,2009,11,2009,2009-11-01,2009-11-01
574,574,574,89182,89182,1,F,,11355832000147,1,M. S. PEREIRA ARTES,D' PRESENTES,8,2012-10-16,1,,,,2135,2009-11-27,4789001,AVENIDA,CASTELO BRANCO,333,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  88580122,,,,50,50000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333  SAO FRANCISCO cep: 65076090 MA ,brasil",11,2009,10,2012,2012-10-01,2009-11-01
575,575,575,89251,89251,1,F,,11369414000109,1,EDITORA LABORO LTDA,EDITORA LABORO,2,2009-10-20,0,,,,2062,2009-10-20,5811500,AVENIDA,CASTELO BRANCO,605,SALA: 203; EDIF: CIDADE DE SAO LUIS;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32169900,98  32351724,98  32270008,LABORO@UOL.COM.BR,49,10000.0,3,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA: 203; EDIF: CIDADE DE SAO LUIS; SAO FRANCISCO cep: 65076090 MA ,brasil",10,2009,10,2009,2009-10-01,2009-10-01
576,576,576,89360,89360,1,F,,11400032000109,1,IMAC- INSTITUTO MARANHENSE DE ANALISE DO COMPORTAMENTO LTDA,,4,2018-12-07,63,,,,2062,2009-12-14,8650003,AVENIDA,CASTELO BRANCO,707,EDIF: ENEIDA; SALA: 316; QUADRA: 35;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  88545969,98  88667203,,GEOJANSEN@HOTMAIL.COM,49,5000.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 707 EDIF: ENEIDA; SALA: 316; QUADRA: 35; SAO FRANCISCO cep: 65076091 MA ,brasil",12,2009,12,2018,2018-12-01,2009-12-01
577,577,577,89415,89415,1,F,,11412915000120,1,YANG AUTOMOTORES DO MARANHAO LTDA,YANG MOTOS,4,2018-12-07,63,,,,2062,2009-12-18,4541203,AVENIDA,CASTELO BRANCO,753,: B; LOJA: TERREO;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32239958,,,,49,100000.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 753 : B; LOJA: TERREO; SAO FRANCISCO cep: 65076090 MA ,brasil",12,2009,12,2018,2018-12-01,2009-12-01
578,578,578,89442,89442,1,F,,11420454000138,1,L & S FONSECA LTDA.,ODONTO SHIP,2,2009-11-27,0,,,,2240,2009-11-27,8630504,AVENIDA,CASTELO BRANCO,707,: MAL; SALA: 202;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32315076,,98  32214768,QUADROS_MA@HOTMAIL.COM,49,30000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 707 : MAL; SALA: 202; SAO FRANCISCO cep: 65076091 MA ,brasil",11,2009,11,2009,2009-11-01,2009-11-01
579,579,579,89848,89848,1,F,,11515158000110,1,ROBERTO S GUTERRES COMERCIO E MANUTENCAO ELETROMECANICA,SPDA SISTEMA DE PROTECAO DE DESCARGAS ATMOSFERICAS,4,2018-12-07,63,,,,2135,2008-02-03,4742300,AVENIDA,CASTELO BRANCO,148,SALA: 408;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  98153887,,,ROBERTOSLZGUTERRES@HOTMAIL.COM,50,600000.0,3,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 SALA: 408; SAO FRANCISCO cep: 65076091 MA ,brasil",2,2008,12,2018,2018-12-01,2008-02-01
580,580,580,90310,90310,1,F,,11595405000136,1,RAIMUNDO NONATO PASSOS 23712643349,,8,2018-02-01,67,,,,2135,2010-02-24,4321500,AVENIDA,CASTELO BRANCO,621,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  99732707,,,ivonebighu@hotmail.com,50,1.0,1,6,2010-02-24,2018-02-01,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 621  SAO FRANCISCO cep: 65076090 MA ,brasil",2,2010,2,2018,2018-02-01,2010-02-01
581,581,581,90709,90709,1,F,,11662778000263,2,ARALTO CONSTRUCOES LTDA,,4,2019-01-29,63,,,,2062,2013-06-12,4120400,AVENIDA,CASTELO BRANCO,753,SALA: 203;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,99  35316966,99  81225063,,OSMAEL.CONT@IG.COM.BR,49,0.0,5,6,2010-03-10,2013-06-30,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 753 SALA: 203; SAO FRANCISCO cep: 65076090 MA ,brasil",6,2013,1,2019,2019-01-01,2013-06-01
582,582,582,90734,90734,1,F,,11666095000101,1,BRAZIL MARINE SERVICES LTDA.,BRAZMAR,2,2010-03-10,0,,,,2062,2010-03-10,4618499,AVENIDA,CASTELO BRANCO,605,EDIF: CIDADE DE SAO LUIS; SALA: 206;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32354244,98  32355807,98  32354244,COLONIALASSESSORIA@COLONIALASSESSORIA.COM.BR,49,5000.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 EDIF: CIDADE DE SAO LUIS; SALA: 206; SAO FRANCISCO cep: 65076090 MA ,brasil",3,2010,3,2010,2010-03-01,2010-03-01
583,583,583,91228,91228,1,F,,11743602000155,1,R B COMERCIO DE MOVEIS E COLCHOES LTDA,MUNDO DOS SONHOS,8,2018-02-21,1,,,,2062,2010-03-25,4754702,AVENIDA,CASTELO BRANCO,401,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32351018,,,,49,30000.0,1,6,2010-03-25,2018-02-21,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 401  SAO FRANCISCO cep: 65076090 MA ,brasil",3,2010,2,2018,2018-02-01,2010-03-01
584,584,584,91269,91269,1,F,,11749958000104,1,CARLA DOS S. SOUTO,GUTTY,2,2010-03-29,0,,,,2135,2010-03-29,9329801,AVENIDA,CASTELO BRANCO,77,EDIF: LEONIDAS;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  88355307,,,,50,20000.0,1,5,2010-03-29,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 77 EDIF: LEONIDAS; SAO FRANCISCO cep: 65076090 MA ,brasil",3,2010,3,2010,2010-03-01,2010-03-01
585,585,585,91436,91436,1,F,,11774189000196,1,SORAYA MEDEIROS ARQUITETURA E URBANISMO,ESPACO ARQUITETURA DESIGNE AMBIENTACAO,4,2018-11-06,63,,,,2135,1987-02-05,4120400,AVENIDA,CASTELO BRANCO,429,LOJA05,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 429 LOJA05 SAO FRANCISCO cep: 65076090 MA ,brasil",2,1987,11,2018,2018-11-01,1987-02-01
586,586,586,91609,91609,1,F,,11777513000200,2,LMN BAYMA,TEMPO KENT,8,2011-03-01,1,,,,2135,1989-10-10,4781400,AVENIDA,CASTELO BRANCO,92,LOJA 15,SAO FRANCISCO,65076903.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LOJA 15 SAO FRANCISCO cep: 65076903 MA ,brasil",10,1989,3,2011,2011-03-01,1989-10-01
587,587,587,91693,91693,1,F,,11780152000251,2,GUZZIU'S INDUSTRIA E COMERCIO DE CONFECCOES LTDA,ZOP FASHION,2,2019-01-28,0,,,,2062,1987-02-13,4712100,AVENIDA,CASTELO BRANCO,92,LOJA 18 JUNIOR CENT,SAO FRANCISCO,65076903.0,MA,921,SAO LUIS,,,,,49,0.0,1,5,2019-01-01,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LOJA 18 JUNIOR CENT SAO FRANCISCO cep: 65076903 MA ,brasil",2,1987,1,2019,2019-01-01,1987-02-01
588,588,588,91694,91694,1,F,,11780152000332,2,GUZZIU'S INDUSTRIA E COMERCIO DE CONFECCOES LTDA,ZOP BABY,2,2019-01-28,0,,,,2062,1987-02-13,4712100,AVENIDA,CASTELO BRANCO,92,LOJA 28 JUNIOR CENT,SAO FRANCISCO,65076903.0,MA,921,SAO LUIS,,,,,49,0.0,1,5,2019-01-01,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LOJA 28 JUNIOR CENT SAO FRANCISCO cep: 65076903 MA ,brasil",2,1987,1,2019,2019-01-01,1987-02-01
589,589,589,91761,91761,1,F,,11781937000168,1,HENRIGER MOVEIS E DECORACOES LTDA,HERINGER MOVEIS E DECORACOES,8,1992-08-28,5,,,,2062,1987-02-19,4754701,AVENIDA,CASTELO BRANCO,000413,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 000413  SAO FRANCISCO cep: 65099110 MA ,brasil",2,1987,8,1992,1992-08-01,1987-02-01
590,590,590,91834,91834,1,F,,11783362000112,1,WILSON C HOSSOE ASSESSORIA FISCAL E CONTABIL,ASFIC,8,2008-12-31,71,,,,2135,1987-01-13,8888888,AVENIDA,CASTELO BRANCO,148,SALA 407,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 SALA 407 SAO FRANCISCO cep: 65076090 MA ,brasil",1,1987,12,2008,2008-12-01,1987-01-01
591,591,591,91918,91918,1,F,,11784741000127,1,NINOS BOUTIQUE LTDA,,8,1987-01-21,1,,,,2062,1987-01-21,4781400,AVENIDA,CASTELO BRANCO,92,,SAO FRANCISCO,65076903.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92  SAO FRANCISCO cep: 65076903 MA ,brasil",1,1987,1,1987,1987-01-01,1987-01-01
592,592,592,91940,91940,1,F,,11785151000119,1,R M CRUZ FILHO,REGINALDO ENGENHARIA E CONSTRUCOES,8,1997-08-01,9,,,,2135,1987-03-05,8888888,AVENIDA,CASTELO BRANCO,S/N,ED.COMERCIAL S/SIND,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5153279,-44.3043946,"CASTELO BRANCO S/N ED.COMERCIAL S/SIND SAO FRANCISCO cep: 65076090 MA ,brasil",3,1987,8,1997,1997-08-01,1987-03-01
593,593,593,92105,92105,1,F,,11788536000130,1,OLIVEIRA BASTOS FREITAS LTDA,,4,2018-12-07,63,,,,2062,1987-02-26,4771701,AVENIDA,CASTELO BRANCO,528,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 528  SAO FRANCISCO cep: 65076090 MA ,brasil",2,1987,12,2018,2018-12-01,1987-02-01
594,594,594,92128,92128,1,F,,11788882000118,1,REFORMALTOS PECAS E SERVICOS LTDA,REFORMALTOS,8,2008-12-31,71,,,,2062,1987-01-19,4530701,AVENIDA,CASTELO BRANCO,451,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 451  SAO FRANCISCO cep: 65076090 MA ,brasil",1,1987,12,2008,2008-12-01,1987-01-01
595,595,595,92186,92186,1,F,,11789708000190,1,J A S CASTELO BRANCO,RESTAURANTE TOQUIO,8,2008-12-31,71,,,,2135,1987-01-09,5611201,AVENIDA,CASTELO BRANCO,173,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 173  SAO FRANCISCO cep: 65076090 MA ,brasil",1,1987,12,2008,2008-12-01,1987-01-01
596,596,596,92236,92236,1,F,,11790607000139,1,R M GONCALVES & CIA LTDA,FARMACIA SAO SEBASTIAO,8,2015-02-09,73,,,,2062,1987-01-16,4771701,AVENIDA,CASTELO BRANCO,697,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 697  SAO FRANCISCO cep: 65076090 MA ,brasil",1,1987,2,2015,2015-02-01,1987-01-01
597,597,597,92496,92496,1,F,,11806719000130,1,D & D CASANOVA LTDA,D & D CASANOVA CONSULTORIA IMOBILIARIA,2,2010-04-12,0,,,,2062,2010-04-12,8219999,AVENIDA,CASTELO BRANCO,148,EDIF  CASTELO BRANCO      SALA  206,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32269458,98  31995385,,DENISECMACIEL@HOTMAIL.COM,49,10000.0,1,6,2014-01-01,2018-12-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 EDIF  CASTELO BRANCO      SALA  206 SAO FRANCISCO cep: 65076090 MA ,brasil",4,2010,4,2010,2010-04-01,2010-04-01
598,598,598,92538,92538,1,F,,11816016000193,1,JOSE RAIMUNDO DOS SANTOS SOUSA 49467662353,,2,2010-04-14,0,,,,2135,2010-04-14,5611203,AVENIDA,CASTELO BRANCO,3,,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32681338,,,,50,1.0,1,5,2010-04-14,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 3  SAO FRANCISCO cep: 65076091 MA ,brasil",4,2010,4,2010,2010-04-01,2010-04-01
599,599,599,93064,93064,1,F,,11900482000152,1,P C CARVALHO DOS SANTOS,,4,2018-12-07,63,,,,2135,2010-03-08,5611201,AVENIDA,CASTELO BRANCO,655,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  88025110,,,,50,10000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 655  SAO FRANCISCO cep: 65076090 MA ,brasil",3,2010,12,2018,2018-12-01,2010-03-01
600,600,600,93146,93146,1,F,,11913457000103,1,J.C.SANTOS TRANSPORTES,SANTOS TRANSPORTES,4,2018-12-07,63,,,,2135,2010-05-07,4930201,AVENIDA,CASTELO BRANCO,720,: C;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32239958,,,CEO@EXCELLENCECONTABILIDADE.COM.BR,50,5000.0,1,6,2010-05-07,2012-12-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 720 : C; SAO FRANCISCO cep: 65076090 MA ,brasil",5,2010,12,2018,2018-12-01,2010-05-01
601,601,601,93243,93243,1,F,,11935466000103,1,BARROS & CHESKIS ADVOCACIA E CONSULTORIA JURIDICA,BARROS & CHESKIS ADVOCACIA E CONSULTORIA JURIDICA,2,2010-05-06,0,,,,2232,2010-05-06,6911701,AVENIDA,CASTELO BRANCO,148,EDIF: COM. CASTELO BRANCO; SALA: 407;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  30870187,,,ESCRITORIO@BARROSECHESKIS.ADV.BR,49,18000.0,5,5,2015-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 EDIF: COM. CASTELO BRANCO; SALA: 407; SAO FRANCISCO cep: 65076091 MA ,brasil",5,2010,5,2010,2010-05-01,2010-05-01
602,602,602,93435,93435,1,F,,11976141000160,1,M A ALVES BARROS,CLINICA DOS CABELEREIROS,8,2016-10-06,1,,,,2135,2010-05-20,4772500,AVENIDA,CASTELO BRANCO,698,: B;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32351495,98  32351921,98  32351921,,50,10000.0,1,0,2010-05-20,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 698 : B; SAO FRANCISCO cep: 65076091 MA ,brasil",5,2010,10,2016,2016-10-01,2010-05-01
603,603,603,94107,94107,1,F,,12032129000837,2,HUMBELINO E  ALMEIDA LTDA,CREDMASTER,4,2018-12-07,63,,,,2062,2010-12-14,8299799,AVENIDA,CASTELO BRANCO,148,LOJA: 11 ; : AV MARECHAL C BRANCO;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  33122793,,,,49,0.0,1,6,2010-06-01,2010-12-31,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 LOJA: 11 ; : AV MARECHAL C BRANCO; SAO FRANCISCO cep: 65076090 MA ,brasil",12,2010,12,2018,2018-12-01,2010-12-01
604,604,604,94372,94372,1,F,,12069822000108,1,G. M. A. CORREA,TERAPIA DA BELEZA,2,2010-06-09,0,,,,2135,2010-06-09,4772500,AVENIDA,CASTELO BRANCO,148,EDIF: COM.C.BRANCO LOJA 3 ;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32443418,,,,50,20000.0,1,5,2010-06-09,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 EDIF: COM.C.BRANCO LOJA 3 ; SAO FRANCISCO cep: 65076091 MA ,brasil",6,2010,6,2010,2010-06-01,2010-06-01
605,605,605,94528,94528,1,F,,12087544000111,1,ONESCON CORRETORA DE SEGUROS LTDA,ONESCON CORRETORA DE SEGUROS,2,2010-06-15,0,,,,2062,2010-06-15,6622300,AVENIDA,CASTELO BRANCO,148,SALA: 409; EDIF: COM CASTELO BRANCO;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32214620,,,,49,14000.0,1,5,2017-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 SALA: 409; EDIF: COM CASTELO BRANCO; SAO FRANCISCO cep: 65076091 MA ,brasil",6,2010,6,2010,2010-06-01,2010-06-01
606,606,606,94616,94616,1,F,,12093274000151,1,ELETROCOMERCIO E CONSTRUCOES START LTDA,,8,1997-08-29,9,,,,2062,1987-04-07,8888888,AVENIDA,CASTELO BRANCO,148,SALA 204,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 SALA 204 SAO FRANCISCO cep: 65076090 MA ,brasil",4,1987,8,1997,1997-08-01,1987-04-01
607,607,607,94833,94833,1,F,,12097093000101,1,R L S MACIEIRA,,8,1988-05-18,1,,,,2135,1987-04-27,8888888,AVENIDA,CASTELO BRANCO,148,SALA 309,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 SALA 309 SAO FRANCISCO cep: 65076090 MA ,brasil",4,1987,5,1988,1988-05-01,1987-04-01
608,608,608,94843,94843,1,F,,12097234000188,1,W C HOSSOE,NISSEY ADMINISTRADORA DE IMOVEIS,8,2008-12-31,71,,,,2135,1987-04-27,6821802,AVENIDA,CASTELO BRANCO,148,SALA407,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 SALA407 SAO FRANCISCO cep: 65076090 MA ,brasil",4,1987,12,2008,2008-12-01,1987-04-01
609,609,609,94909,94909,1,F,,12098513000166,1,DEISY R M AVELAR,PICOLE DO AMOR,8,2008-12-31,71,,,,2135,1987-05-05,1053800,AVENIDA,CASTELO BRANCO,807,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 807  SAO FRANCISCO cep: 65076090 MA ,brasil",5,1987,12,2008,2008-12-01,1987-05-01
610,610,610,95082,95082,1,F,,12101564000108,1,J N OLIVEIRA PINHEIRO,OLIVEIRA COMERCIO E REPRESENTACOES,8,2008-12-31,71,,,,2135,1987-06-10,8888888,AVENIDA,CASTELO BRANCO,605,S/ 303,SAO FRANCISCO,65076900.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 S/ 303 SAO FRANCISCO cep: 65076900 MA ,brasil",6,1987,12,2008,2008-12-01,1987-06-01
